ID,Language,Why_A_Wrong,Why_B_Wrong,Why_C_Wrong,Review_Status,Reviewer_Comments
238,TR,"Paris, Londra ve Lahey, Avrupa Parlamentosu ile ilişkili değildir. Paris, Fransa'nın başkenti, Londra, Birleşik Krallık'ın başkentidir (artık AB üyesi değil) ve Lahey, Uluslararası Adalet Divanı'na ve diğer uluslararası kuruluşlara ev sahipliği yapmaktadır.",,"Roma, Bern ve Viyana, Avrupa Parlamentosu'nun faaliyet gösterdiği yerler değildir. Roma, İtalya'nın başkenti, Bern, İsviçre'nin başkenti ve Viyana, Avusturya'nın başkentidir. Her ne kadar bunların hepsi AB üyesi devletler olsa da, Parlamentoya ev sahipliği yapmazlar.",,
238,UK,"Париж, Лондон та Гаага не пов'язані з Європейським Парламентом. Париж – столиця Франції, Лондон – столиця Великої Британії (яка більше не є членом ЄС), а Гаага є місцем розташування Міжнародного суду та інших міжнародних організацій.",,"Рим, Берн та Відень – це не ті міста, де працює Європейський Парламент. Рим – столиця Італії, Берн – Швейцарії, а Відень – Австрії. Хоча всі вони є членами ЄС, вони не є місцем розташування Парламенту.",,
238,AR,باريس ولندن ولاهاي ليست مرتبطة بالبرلمان الأوروبي. باريس هي عاصمة فرنسا، ولندن عاصمة المملكة المتحدة (التي لم تعد جزءًا من الاتحاد الأوروبي)، ولاهاي تستضيف محكمة العدل الدولية ومنظمات دولية أخرى.,,روما وبرن وفيينا ليست أماكن عمل البرلمان الأوروبي. روما هي عاصمة إيطاليا، وبرن عاصمة سويسرا، وفيينا عاصمة النمسا. على الرغم من أن هذه الدول جميعها أعضاء في الاتحاد الأوروبي، إلا أنها لا تضم البرلمان.,,
239,EN,"The 'Hamburger Verträge' do not exist in this context.  There are various agreements related to Hamburg, but none establishing the EEC.",,"The Treaty of Paris (1951) established the European Coal and Steel Community (ECSC), an important precursor to the EEC, but not the EEC itself.",,
239,DE,"Die ""Hamburger Verträge"" existieren in diesem Zusammenhang nicht. Es gibt verschiedene Abkommen im Zusammenhang mit Hamburg, aber keines, das die EWG begründet.",,"Der Vertrag von Paris (1951) begründete die Europäische Gemeinschaft für Kohle und Stahl (EGKS), einen wichtigen Vorläufer der EWG, aber nicht die EWG selbst.",,
239,TR,"""Hamburg Antlaşmaları"" bu bağlamda mevcut değildir. Hamburg ile ilgili çeşitli anlaşmalar vardır, ancak hiçbirisi AET'yi kurmamıştır.",,"Paris Antlaşması (1951), AET'nin önemli bir öncüsü olan Avrupa Kömür ve Çelik Topluluğu'nu (AKÇT) kurdu, ancak AET'nin kendisini değil.",,
239,UK,"«Гамбурзькі договори» не існують у цьому контексті. Існують різні угоди, пов'язані з Гамбургом, але жодна з них не стосується заснування ЄЕС.",,"Паризький договір (1951) заснував Європейське об'єднання вугілля та сталі (ЄОВС), важливого попередника ЄЕС, але не саму ЄЕС.",,
239,AR,"لا توجد ""معاهدات هامبورغ"" في هذا السياق. هناك اتفاقيات مختلفة تتعلق بهامبورغ، ولكن لا توجد أي اتفاقية تؤسس الجماعة الاقتصادية الأوروبية.",,أنشأت معاهدة باريس (1951) الجماعة الأوروبية للفحم والصلب (ECSC)، وهي مقدمة هامة للجماعة الاقتصادية الأوروبية، ولكنها ليست الجماعة الاقتصادية الأوروبية نفسها.,,
240,EN,"1995 is incorrect. The Maastricht Treaty, which paved the way for the Euro, was signed in 1992, but the actual implementation of the Euro as physical currency didn't happen until 2002.","1998 is incorrect. While some preparations for the Euro were underway in 1998, the physical currency wasn't introduced until 2002.  1999 saw the official launch of the Euro for electronic transactions and exchange rates, but not physical cash.",,,
240,DE,"1995 ist falsch. Der Vertrag von Maastricht, der den Weg für den Euro ebnete, wurde 1992 unterzeichnet, aber die tatsächliche Einführung des Euro als physische Währung erfolgte erst 2002.","1998 ist falsch. Während 1998 einige Vorbereitungen für den Euro getroffen wurden, wurde die physische Währung erst 2002 eingeführt. 1999 wurde der Euro offiziell für elektronische Transaktionen und Wechselkurse eingeführt, aber nicht als Bargeld.",,,
240,TR,"1995 yanlış. Euro'nun yolunu açan Maastricht Antlaşması 1992'de imzalandı, ancak Euro'nun fiziksel para birimi olarak gerçek uygulaması 2002'ye kadar gerçekleşmedi.","1998 yanlış. Euro için bazı hazırlıklar 1998'de devam ederken, fiziksel para birimi 2002'ye kadar tanıtılmadı. 1999'da Euro'nun elektronik işlemler ve döviz kurları için resmi olarak piyasaya sürülmesine tanık olundu, ancak fiziksel para birimi olarak değil.",,,
240,UK,"1995 неправильно. Маастрихтський договір, який проклав шлях для євро, був підписаний у 1992 році, але фактичне впровадження євро як фізичної валюти відбулося лише у 2002 році.","1998 неправильно. Хоча деякі приготування до євро були проведені у 1998 році, фізична валюта була введена лише у 2002 році. 1999 року відбувся офіційний запуск євро для електронних транзакцій та обмінних курсів, але не фізичних грошей.",,,
240,AR,1995 غير صحيح. تم توقيع معاهدة ماستريخت، التي مهدت الطريق لليورو، في عام 1992، لكن التنفيذ الفعلي لليورو كعملة مادية لم يحدث حتى عام 2002.,1998 غير صحيح. بينما كانت بعض الاستعدادات لليورو جارية في عام 1998، لم يتم طرح العملة المادية حتى عام 2002. شهد عام 1999 الإطلاق الرسمي لليورو للمعاملات الإلكترونية وأسعار الصرف، ولكن ليس النقد المادي.,,,
241,EN,"Writing to the Krankenkasse (health insurance) is important for registering the child for health insurance, but it's not the way to apply for Elterngeld. These are separate processes handled by different institutions.",,Elterngeld is not paid automatically.  Assuming it is would lead to missing out on this crucial financial support.  The proactive step of applying is essential.,,
241,DE,"Das Schreiben an die Krankenkasse ist wichtig für die Anmeldung des Kindes zur Krankenversicherung, aber nicht für die Beantragung von Elterngeld. Dies sind separate Prozesse, die von verschiedenen Institutionen bearbeitet werden.",,"Elterngeld wird nicht automatisch ausgezahlt.  Davon auszugehen, würde dazu führen, diese wichtige finanzielle Unterstützung zu verpassen. Der proaktive Schritt der Antragstellung ist unerlässlich.",,
241,TR,"Krankenkasse'ye (sağlık sigortası) yazmak, çocuğu sağlık sigortasına kaydettirmek için önemlidir, ancak Elterngeld başvurusu için doğru yol bu değildir. Bunlar farklı kurumlar tarafından yürütülen ayrı işlemlerdir.",,"Elterngeld otomatik olarak ödenmez. Ödendiğini varsaymak, bu önemli mali desteği kaçırmanıza neden olur. Başvuru yapmak için proaktif adım atmak çok önemlidir.",,
241,UK,"Написання листа до Krankenkasse (медичного страхування) важливо для реєстрації дитини для медичного страхування, але це не спосіб подати заявку на Elterngeld. Це окремі процеси, які обробляються різними установами.",,"Elterngeld не виплачується автоматично. Припущення, що це так, призведе до втрати цієї важливої фінансової підтримки. Проактивний крок подання заявки є важливим.",,
